"text", "translation"
"この評価は少し不満か？\n2番人気はこの娘、トリプルティアラのウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second most popular is this girl, Triple Tiara's Uma Musume %h_pop2"
"3番人気にはトリプルティアラのウマ娘\n%h_pop3","Triple Tiara's Uma Musume %h_pop3 as the third favorite."
"3番人気はこの娘です、\nトリプルティアラのウマ娘\n%h_pop3","The third most popular girl is this one, Triple Tiara's horse girl %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はトリプルティアラのウマ娘\n%h_pop3","The third favorite is Triple Tiara. The third most popular is the triple tiara horse girl %h_pop3"
"人気と実力を兼ね備えた\nトリプルティアラのウマ娘\n%h_pop3\n今日は3番人気です","The triple tiara horse girl %h_pop3 who is both popular and powerful is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nトリプルティアラのウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, Triple Tiara's horsegirl %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\nトリプルティアラのウマ娘\n%h_pop1、1番人気です","Waiting majestically for the start is this Uma Musume Triple Tiara's Uma Musume %h_pop1, the most popular!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nトリプルティアラのウマ娘\n%h_pop1、1番人気です","The triple tiara of Uma Musume %h_pop1, carrying the expectations of all the fans in the stands, is the most popular!"
"対抗するのはトリプルティアラのウマ娘\n%h_pop2\n真っ向勝負に注目だ","The opposing team is Triple Tiara's Uma Musume %h_pop2, and we're looking at a head-to-head battle."
"2番人気はトリプルティアラのウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular horse girl is Triple Tiara's horse girl %h_pop2, and her ability is second to none."
"さあ、2番人気はこの娘\nトリプルティアラのウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl, Triple Tiara's horse girl %h_pop2, and she's good enough to win."
"対抗するのはトリプルティアラのウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","My opponent is Triple Tiara's horse girl %h_pop2, who is as good as the favorite."
"2番人気はトリプルティアラのウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is Triple Tiara's horse girl %h_pop2, and she's good enough to win."
"さあ、2番人気はこの娘\nトリプルティアラのウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's look at the second favorite, this girl Triple Tiara's Uma Musume %h_pop2 head-to-head matchup."
"対抗するのはトリプルティアラのウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is Triple Tiara's Uma Musume %h_pop2, and they're well on their way to victory."
"2番人気はトリプルティアラのウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second most popular is Triple Tiara's Uma Musume %h_pop2 head-to-head matchup."
"さあ、2番人気はこの娘\nトリプルティアラのウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second most popular is this girl, Triple Tiara, a horse girl %h_pop2 whose ability is second to none."
"トリプルティアラのウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Triple Tiara's horse girl %h_pop3is currently the third most popular and noteworthy horse girl!"
"トリプルティアラのウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","Triple Tiara's horse girl %h_pop is the 3rd most popular. Can a victory over the rest of the pack happen?"
"トリプルティアラのウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Triple Tiara's Uma Musume %h_pop3 Currently, can the third most popular subjugation happen?"
"トリプルティアラのウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","Triple Tiara's horse girl %h_pop is the 3rd most popular. She's definitely a top performer!"
"トリプルティアラのウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Triple Tiara's horse girl %h_pop3currently the third most popular, and definitely the most powerful!"
"トリプルティアラのウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Triple Tiara's the most popular horse girl %h_pop33! The hottest horse girl in the world!"
"注目のトリプルティアラのウマ娘\n%h_player\n%p_waku_banでの出走","Featured Triple Tiara's run at Uma Musume %h_player %p_waku_ban"
"現在、1番人気は\nここまで無敗トリプルティアラのウマ娘\n%h_pop1","Currently, the most popular is the undefeated triple tiara horse girl %h_pop1 so far."
"このレース、最も人気を集めているのは\nここまで無敗トリプルティアラのウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated triple tiara, Uma Musume %h_pop1, who is the favorite!"
"さあ、1番人気の紹介です\nここまで無敗トリプルティアラのウマ娘\n%h_pop1","Now, let me introduce you to the most popular one. Undefeated triple tiara horse girl %h_pop1 so far."
"1番人気はもちろんこの娘\nここまで無敗トリプルティアラのウマ娘\n%h_pop1","The most popular is of course the undefeated triple tiara, Uma Musume %h_pop1."
"続く2番人気は\nここまで無敗トリプルティアラのウマ娘\n%h_pop2","The next favorite is the undefeated triple tiara, Uma Musume %h_pop2."
"2番人気を紹介しましょう\nここまで無敗トリプルティアラのウマ娘\n%h_pop2","Let's take a look at the second favorite, the undefeated triple tiara horse girl %h_pop2 so far."
"実力は負けていません\n2番人気、ここまで無敗トリプルティアラのウマ娘\n%h_pop2","She's a force to be reckoned with. The second most popular and so far undefeated triple tiara horse girl %h_pop2"
"この評価は少し不満か？　2番人気はこの娘、\nここまで無敗トリプルティアラのウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the undefeated triple tiara horse girl %h_pop2 so far."
"3番人気には\nここまで無敗トリプルティアラのウマ娘\n%h_pop3","The third favorite is the undefeated triple tiara horse girl %h_pop3 so far."
"3番人気はこの娘です、\nここまで無敗トリプルティアラのウマ娘\n%h_pop3","The third most popular is this girl, the undefeated triple tiara horse girl %h_pop3 so far."
"虎視眈々と上位を狙っています\n3番人気はここまで無敗トリプルティアラのウマ娘\n%h_pop3","The third favorite is the undefeated Triple Tiara. The third most popular is the undefeated triple tiara horse girl %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗トリプルティアラのウマ娘\n%h_pop3\n今日は3番人気です","The undefeated triple tiara horse girl %h_pop3 so far, who is both popular and talented, is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗トリプルティアラのウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the undefeated Triple Tiara horsegirl %h_pop1, the number 1 favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗トリプルティアラのウマ娘\n%h_pop1、1番人気です","Waiting for the majestic start is this horse girl, the undefeated triple tiara horse girl %h_pop1, the most popular!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗トリプルティアラのウマ娘\n%h_pop1、1番人気です","The undefeated triple tiara horse girl %h_pop1 is the favorite, carrying the expectations of all the fans in the stands."
"対抗するのはここまで無敗トリプルティアラのウマ娘\n%h_pop2\n真っ向勝負に注目だ","The opposing team is the undefeated triple tiara, Uma Musume %h_pop2, and we're looking at a head-to-head matchup."
"2番人気はここまで無敗トリプルティアラのウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is the undefeated triple tiara, Uma Musume %h_pop2, who is as good as the first."
"さあ、2番人気はこの娘\nここまで無敗トリプルティアラのウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl, the undefeated triple tiara, Uma Musume %h_pop2, who is well on her way to victory."
"対抗するのはここまで無敗トリプルティアラのウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The opponent is the undefeated triple tiara, Uma Musume %h_pop2, who is as good as the favorite."
"2番人気はここまで無敗トリプルティアラのウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the undefeated triple tiara, Uma Musume %h_pop2, who has a good shot at victory."
"さあ、2番人気はこの娘\nここまで無敗トリプルティアラのウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is this girl, undefeated so far, Triple Tiara, and she's looking for a head-to-head battle with Uma Musume %h_pop2."
"対抗するのはここまで無敗トリプルティアラのウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the undefeated triple tiara, Uma Musume %h_pop2, who is well on her way to victory."
"2番人気はここまで無敗トリプルティアラのウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated Triple Tiara, and she's looking for a head-to-head matchup with Uma Musume %h_pop2."
"さあ、2番人気はこの娘\nここまで無敗トリプルティアラのウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, the undefeated triple tiara horse girl %h_pop2 who is as good as the first favorite."
"ここまで無敗トリプルティアラのウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Undefeated so far, Triple Tiara's horse girl %h_pop3 is currently the third most popular horse girl in the world!"
"ここまで無敗トリプルティアラのウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","The undefeated Triple Tiara Uma Musume %h_pop3 comes in as 3rd favorite. Will she vie for the top spot!?"
"ここまで無敗トリプルティアラのウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","With the undefeated triple tiara of Uma Musume %h_pop3 so far, can the third most popular win ever happen?"
"ここまで無敗トリプルティアラのウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","The undefeated triple tiara horse girl %h_pop is the 3rd most popular. She's definitely a top performer!"
"ここまで無敗トリプルティアラのウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","The undefeated triple tiara so far, Uma Musume %h_pop3, is currently the third most popular powerhouse, no doubt about it!"
"ここまで無敗トリプルティアラのウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Third favorite and undefeated so far, Triple Tiara girl %h_pop3. She's really catching the attention!"
"注目のここまで無敗トリプルティアラのウマ娘\n%h_player\n%p_waku_banでの出走","The hottest undefeated triple tiara so far in the Uma Musume %h_player %p_waku_ban."
"現在、1番人気は春の三冠ウマ娘\n%h_pop1","Currently, the most popular is the Spring Triple Crown horse girl %h_pop1"
"このレース、最も人気を集めているのは\n春の三冠ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the Spring Triple Crown horse girl %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\n春の三冠ウマ娘\n%h_pop1","Now, let's introduce the most popular one! Spring Triple Crown horse girl %h_pop1"
"1番人気はもちろんこの娘\n春の三冠ウマ娘\n%h_pop1","The most popular is, of course, this girl, the Triple Crown winner of spring. %h_pop1"
"続く2番人気は春の三冠ウマ娘\n%h_pop2","Followed by the second most popular horse, the spring Triple Crown winner, %h_pop2."
"2番人気を紹介しましょう\n春の三冠ウマ娘\n%h_pop2","Let me introduce you to the second most popular horse girl in the Spring Triple Crown, %h_pop2."
"実力は負けていません\n2番人気、春の三冠ウマ娘\n%h_pop2","%h_pop's as good as it gets. The second most popular horse girl in the Spring Triple Crown."
"この評価は少し不満か？\n2番人気はこの娘、春の三冠ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the Triple Crown Spring Horse Girl %h_pop2"
"3番人気には春の三冠ウマ娘\n%h_pop3","The third most popular choice is the Triple Crown winner of spring, Uma Musume %h_pop3."
"3番人気はこの娘です、\n春の三冠ウマ娘\n%h_pop3","The third most popular girl is this one, the Triple Crown Spring Horse Girl %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は春の三冠ウマ娘\n%h_pop3","Spring Triple Crown winner and third favorite today, %h_pop3. She'll be looking to make a splash."
"人気と実力を兼ね備えた\n春の三冠ウマ娘\n%h_pop3\n今日は3番人気です","The Triple Crown Spring Horse Girl %h_pop3 who is both popular and talented is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n春の三冠ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the spring Triple Crown winner %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n春の三冠ウマ娘\n%h_pop1、1番人気です","Waiting majestically for the start is this horse girl, the Triple Crown winner of the Spring, %h_pop1, the most popular!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n春の三冠ウマ娘\n%h_pop1、1番人気です","With the expectations of the fans in the stands, the Triple Crown horse girl of spring, %h_pop1, is the most popular!"
"対抗するのは春の三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","It's a head-to-head matchup between the two favourites. In second, spring's Triple Crown horse girl %h_pop2."
"2番人気は春の三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular horse is the Triple Crown winner of the spring, and %h_pop2 is as good as the first."
"さあ、2番人気はこの娘\n春の三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, a Triple Crown winner in the spring, and she's got a good shot at winning."
"対抗するのは春の三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Her opponent is the Triple Crown winner of the spring, and %h_pop2 is as good as the favorite."
"2番人気は春の三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is the Triple Crown horse girl %h_pop2 in the spring, and she's good enough to win."
"さあ、2番人気はこの娘\n春の三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's see who the second favorite is, this girl, the Triple Crown horse girl of spring, %h_pop2."
"対抗するのは春の三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the Triple Crown horse girl %h_pop2 of spring, and she's well on her way to victory."
"2番人気は春の三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second most popular is the Triple Crown horse girl of spring, %h_pop2, and we're looking at a head-to-head matchup."
"さあ、2番人気はこの娘\n春の三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second most popular is %h_pop2, a Triple Crown winner in the spring, and she's as good as the first."
"春の三冠ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","%h_pop3's currently the third most popular horse girl in the Spring Triple Crown!"
"春の三冠ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","%h_pop3's the 3rd most popular horse girl in the Spring Triple Crown. Can a domination happen?"
"春の三冠ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Spring Triple Crown Horse Girl %h_pop3 Currently, can the third most popular win happen?"
"春の三冠ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular horse girl in the Spring Triple Crown. %h_pop3 is definitely a top performer!"
"春の三冠ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Spring Triple Crown Horse Girl %h_pop3 Currently, the third most popular ability is definitely up there!"
"春の三冠ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Third favourite, Spring Triple Crown girl %h_pop3. Pay attention to her!"
"注目の春の三冠ウマ娘\n%h_player\n%p_waku_banでの出走","Noted Spring Triple Crown Uma Musume %h_player %p_waku_ban in the running"
"現在、1番人気はここまで無敗春の三冠ウマ娘\n%h_pop1","Currently, the most popular is the undefeated Triple Crown horse girl %h_pop1 of spring so far."
"このレース、最も人気を集めているのは\nここまで無敗春の三冠ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated spring triple crown horse girl %h_pop1, the number one favorite so far!"
"さあ、1番人気の紹介です\nここまで無敗春の三冠ウマ娘\n%h_pop1","Now, let me introduce our favorite. The undefeated Spring Triple Crown horse girl, %h_pop1."
"1番人気はもちろんこの娘\nここまで無敗春の三冠ウマ娘\n%h_pop1","The favorite is, of course, this girl, the undefeated Triple Crown winner so far this spring. %h_pop1"
"続く2番人気はここまで無敗春の三冠ウマ娘\n%h_pop2","The second most popular horse is the undefeated Triple Crown horse girl, %h_pop2."
"2番人気を紹介しましょう\nここまで無敗春の三冠ウマ娘\n%h_pop2","Let's take a look at the second favorite, the undefeated Triple Crown horse girl %h_pop2 so far this spring."
"実力は負けていません\n2番人気、ここまで無敗春の三冠ウマ娘\n%h_pop2","%h_pop's as strong as they come. The second most popular, undefeated Triple Crown horse girl so far this spring."
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗春の三冠ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is %h_pop, the undefeated Triple Crown winner so far this spring."
"3番人気にはここまで無敗春の三冠ウマ娘\n%h_pop3","The third favorite is the undefeated Spring Triple Crown horse girl, %h_pop3."
"3番人気はこの娘です、\nここまで無敗春の三冠ウマ娘\n%h_pop3","The third favorite is %h_pop, the undefeated Triple Crown horse girl so far this spring."
"虎視眈々と上位を狙っています\n3番人気はここまで無敗春の三冠ウマ娘\n%h_pop3","I've got my eye on the top spot. The third most popular horse is the undefeated Triple Crown horse girl of spring, %h_pop3."
"人気と実力を兼ね備えた\nここまで無敗春の三冠ウマ娘\n%h_pop3\n今日は3番人気です","The undefeated spring triple crown horse girl %h_pop3 so far, who combines popularity and ability, is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗春の三冠ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated spring Triple Crown winner, %h_pop1, who is the favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗春の三冠ウマ娘\n%h_pop1、1番人気です","Waiting to start with dignity is this horse girl, the undefeated Triple Crown winner so far this spring, and %h_pop1 is the favorite."
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗春の三冠ウマ娘\n%h_pop1、1番人気です","With the expectations of the fans in the stands, the undefeated Triple Crown horse girl of spring, %h_pop1, is the most popular!"
"対抗するのはここまで無敗春の三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Opposing her will be the undefeated spring Triple Crown winner %h_pop2, who will be looking to go head-to-head."
"2番人気はここまで無敗春の三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second favorite is the undefeated spring Triple Crown winner %h_pop2, who is as strong as the first favorite."
"さあ、2番人気はこの娘\nここまで無敗春の三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, who is undefeated so far in the Spring Triple Crown, and she has a good shot at victory."
"対抗するのはここまで無敗春の三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Opposing her is the undefeated spring Triple Crown winner %h_pop2, who is as strong as the favorite."
"2番人気はここまで無敗春の三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the undefeated Triple Crown horse girl of spring, and %h_pop2 is got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗春の三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is %h_pop2, the undefeated Triple Crown horse girl of spring, and we're looking at a head-to-head matchup."
"対抗するのはここまで無敗春の三冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","My opponent is the undefeated Triple Crown horse girl of spring, and %h_pop2 is got a good shot at victory."
"2番人気はここまで無敗春の三冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated Triple Crown horse girl %h_pop2 of spring, and we're looking at a head-to-head matchup."
"さあ、2番人気はこの娘\nここまで無敗春の三冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is %h_pop2, undefeated so far in the Spring Triple Crown, and she's as good as the first."
"ここまで無敗春の三冠ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","So far, she's undefeated in the Spring Triple Crown, and %h_pop3 is currently the third most popular horse girl in the world!"
"ここまで無敗春の三冠ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular undefeated horse girl in the Spring Triple Crown. Can a victory over the rest of the pack happen?"
"ここまで無敗春の三冠ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Undefeated Spring Triple Crown horsegirl %h_pop3 is currently 3rd favorite. Can she take on the favorites!?"
"ここまで無敗春の三冠ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","Undefeated so far, she's the 3rd most popular horse girl in the Spring Triple Crown. %h_pop3 is definitely the best!"
"ここまで無敗春の三冠ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Undefeated so far in the Spring Triple Crown, Uma Musume %h_pop3 is currently the third most popular and definitely the most talented!"
"ここまで無敗春の三冠ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Undefeated so far, %h_pop3 is the 3rd most popular horse girl in the Spring Triple Crown. The hottest horse girl in the world!"
"注目のここまで無敗春の三冠ウマ娘\n%h_player\n%p_waku_banでの出走","Noted undefeated so far in the Spring Triple Crown Uma Musume %h_player %p_waku_ban"
"現在、1番人気は二冠ウマ娘\n%h_pop1","Currently, the most popular is the double crowned horse girl %h_pop1"
"このレース、最も人気を集めているのは\n二冠ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the double crowned horse girl %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\n二冠ウマ娘\n%h_pop1","Now, let me introduce you to the most popular one. Two crowned horse girls %h_pop1"
"1番人気はもちろんこの娘\n二冠ウマ娘\n%h_pop1","The most popular is, of course, this girl, the double crown horse girl %h_pop1"
"続く2番人気は二冠ウマ娘\n%h_pop2","The next most popular was the double crowned horse girl %h_pop2"
"2番人気を紹介しましょう\n二冠ウマ娘\n%h_pop2","Let me introduce you to the second favorite, the double crown horse girl %h_pop2"
"実力は負けていません\n2番人気、二冠ウマ娘\n%h_pop2","She's as good as it gets. The second most popular, double crowned horse girl %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、二冠ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the double crowned horse girl %h_pop2"
"3番人気には二冠ウマ娘\n%h_pop3","The third favorite is the double crowned horse girl %h_pop3"
"3番人気はこの娘です、\n二冠ウマ娘\n%h_pop3","The third most popular girl is this one, the double crown horse girl %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は二冠ウマ娘\n%h_pop3","I've got my eye on the top spot. The third most popular is the double crowned horse girl %h_pop3"
"人気と実力を兼ね備えた\n二冠ウマ娘\n%h_pop3\n今日は3番人気です","Two crowned horse girls who are both popular and talented %h_pop3 Today, I'm the third most popular."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n二冠ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, the double crown horsegirl %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n二冠ウマ娘\n%h_pop1、1番人気です","Waiting majestically for the start is this double crowned horse girl, Uma Musume %h_pop1, who is the most popular!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n二冠ウマ娘\n%h_pop1、1番人気です","With the expectations of the fans in the stands, the double crowned horse girl, %h_pop1, is the most popular!"
"対抗するのは二冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The opposing team is the double crowned horse girl, %h_pop2, and we're looking at a head-to-head battle."
"2番人気は二冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is the double crowned horse girl %h_pop2, who is as good as the first."
"さあ、2番人気はこの娘\n二冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl, a double-crowned horse girl %h_pop2, and she's good enough to win."
"対抗するのは二冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","My opponent is the double crowned horse girl %h_pop2, and she's as good as the favorite."
"2番人気は二冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is the double-crowned horse girl %h_pop2, and she's good enough to win."
"さあ、2番人気はこの娘\n二冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's look at the second favorite, this girl, the double crowned horse girl %h_pop2, who's going head to head."
"対抗するのは二冠ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","My opponent is a double-crowned horse girl %h_pop2, and she's more than capable of winning."
"2番人気は二冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the double crowned horse girl, %h_pop2, and we're looking at a head-to-head battle."
"さあ、2番人気はこの娘\n二冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, a double crown horse girl %h_pop2 who is as good as the first."
"二冠ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Two crowned horse girls %h_pop3, currently the third most popular horse girl in the world!"
"二冠ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","Two Crown horsegirl %h_pop3 is the 3rd favorite. Can an upset happen?"
"二冠ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Two crowned horse girls %h_pop3 Currently, can the third most popular reign of terror happen?"
"二冠ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular double crown horse girl. %h_pop3 is definitely a top performer!"
"二冠ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Two crowned horse girls %h_pop3currently the third most popular, and definitely the most talented!"
"二冠ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Double Crown Horsegirl %h_pop3, third favorite, and one to keep an eye on!"
"注目の二冠ウマ娘\n%h_player\n%p_waku_banでの出走","Noted double crown horse girl %h_player %p_waku_ban in the running"
"現在、1番人気はここまで無敗二冠ウマ娘\n%h_pop1","Currently, the most popular is the undefeated double crown horse girl %h_pop1 so far."
"このレース、最も人気を集めているのは\nここまで無敗二冠ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated, double crowned horse girl %h_pop1, the number one favorite so far!"
"さあ、1番人気の紹介です\nここまで無敗二冠ウマ娘\n%h_pop1","Now, let me introduce you to the most popular. The undefeated, double crowned horse girl %h_pop1"
"1番人気はもちろんこの娘\nここまで無敗二冠ウマ娘\n%h_pop1","The most popular choice is of course this girl, so far undefeated and double crowned horse girl %h_pop1"
"続く2番人気はここまで無敗二冠ウマ娘\n%h_pop2","The next favorite is the undefeated, double crowned horse girl, %h_pop2."
"2番人気を紹介しましょう\nここまで無敗二冠ウマ娘\n%h_pop2","Let me introduce you to the second most popular, so far undefeated and double crowned horse girl %h_pop2"
"実力は負けていません\n2番人気、ここまで無敗二冠ウマ娘\n%h_pop2","She's as good as it gets. The second most popular and so far undefeated double crown horse girl %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗二冠ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, the undefeated double crown horse girl %h_pop2 so far."
"3番人気にはここまで無敗二冠ウマ娘\n%h_pop3","The third favorite is the undefeated, double crowned horse girl %h_pop3"
"3番人気はこの娘です、\nここまで無敗二冠ウマ娘\n%h_pop3","The third favorite is this girl, so far undefeated and double crowned horse girl %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はここまで無敗二冠ウマ娘\n%h_pop3","I've got my eye on the top spot. The third most popular is the undefeated double crown horse girl %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗二冠ウマ娘\n%h_pop3\n今日は3番人気です","The undefeated double crown horse girl %h_pop3 who is both popular and talented is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗二冠ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated double crown winner, %h_pop1, who is the favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗二冠ウマ娘\n%h_pop1、1番人気です","Waiting for the start with dignity as the favorite is this horsegirl, the undefeated double crown winner %h_pop1!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗二冠ウマ娘\n%h_pop1、1番人気です","With the expectations of the fans crowding the stands, the undefeated and double crowned horse girl %h_pop1 is the most popular!"
"対抗するのはここまで無敗二冠ウマ娘\n%h_pop2\n真っ向勝負に注目だ","My opponent is the undefeated, double crowned horse girl %h_pop2, and I'm looking forward to a head-to-head battle."
"2番人気はここまで無敗二冠ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is the undefeated and double crowned horse girl %h_pop2, and her ability is second to none."
